loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti
30000, 36 months,5.32,A,6 years,MORTGAGE,120000.0,Mar-2016,Fully Paid,debt_consolidation,AZ,12.64
16425, 36 months,13.67,C,2 years,MORTGAGE,60900.0,Apr-2016,Charged Off,debt_consolidation,AZ,23.37
5000, 36 months,15.31,C,10+ years,MORTGAGE,54000.0,Apr-2013,Fully Paid,small_business,VA,15.37
16000, 36 months,12.49,B,2 years,RENT,47000.0,Mar-2014,Fully Paid,debt_consolidation,AZ,28.26
8900, 36 months,12.18,B,2 years,RENT,49500.0,Dec-2009,Fully Paid,debt_consolidation,CA,12.68
16500, 60 months,19.99,D,10+ years,MORTGAGE,74000.0,Nov-2016,Fully Paid,debt_consolidation,MD,24.39
20000, 36 months,12.69,C,9 years,OWN,55000.0,Oct-2015,Fully Paid,debt_consolidation,TX,7.05
25000, 60 months,18.25,E,8 years,MORTGAGE,70000.0,Sep-2015,Fully Paid,credit_card,VA,31.22
33600, 36 months,16.29,D,1 year,RENT,80000.0,Feb-2016,Fully Paid,debt_consolidation,FL,34.4
25000, 36 months,12.49,B,4 years,RENT,92000.0,Aug-2014,Fully Paid,credit_card,IL,23.91
14000, 36 months,5.32,A,6 years,MORTGAGE,42000.0,Jun-2016,Fully Paid,car,TX,10.54
5000, 36 months,13.59,C,8 years,OWN,62000.0,Nov-2017,Charged Off,debt_consolidation,CT,0.0
25000, 36 months,6.99,A,4 years,MORTGAGE,92000.0,Dec-2014,Fully Paid,home_improvement,TX,13.89
19500, 36 months,11.99,C,10+ years,OWN,82000.0,Dec-2015,Fully Paid,credit_card,GA,14.63
8000, 36 months,7.89,A,< 1 year,OWN,40000.0,Dec-2015,Fully Paid,credit_card,FL,24.66
2800, 60 months,11.49,B,4 years,MORTGAGE,24000.0,Sep-2010,Fully Paid,home_improvement,CA,0.75
14000, 60 months,13.18,C,10+ years,RENT,46000.0,Nov-2015,Charged Off,credit_card,NY,33.94
14000, 60 months,14.52,C,10+ years,MORTGAGE,45000.0,Jun-2018,Fully Paid,debt_consolidation,IN,1.33
16000, 36 months,8.9,A,2 years,MORTGAGE,83000.0,Apr-2013,Fully Paid,credit_card,WI,22.58
21650, 60 months,21.45,D,4 years,MORTGAGE,65000.0,Nov-2017,Fully Paid,debt_consolidation,CA,18.54
7000, 36 months,6.19,A,9 years,RENT,100000.0,Jul-2018,Fully Paid,debt_consolidation,CA,10.19
20000, 36 months,15.99,C,10+ years,MORTGAGE,70000.0,Nov-2016,Fully Paid,debt_consolidation,ME,12.6
11225, 36 months,21.67,E,10+ years,RENT,37701.36,Apr-2015,Fully Paid,debt_consolidation,NY,27.13
20000, 36 months,12.29,C,10+ years,RENT,78277.0,Aug-2015,Fully Paid,debt_consolidation,NY,9.8
25000, 36 months,7.89,A,9 years,MORTGAGE,100000.0,Nov-2015,Fully Paid,debt_consolidation,NY,22.0
18000, 60 months,11.99,B,7 years,MORTGAGE,59000.0,Nov-2017,Fully Paid,credit_card,MI,15.86
30000, 36 months,10.75,B,10+ years,OWN,110000.0,Mar-2016,Charged Off,debt_consolidation,CA,33.47
15000, 36 months,8.49,B,8 years,MORTGAGE,108000.0,Jan-2016,Fully Paid,credit_card,VT,19.8
15000, 36 months,8.9,A,4 years,OWN,59500.0,Apr-2012,Fully Paid,home_improvement,AL,15.99
12000, 36 months,9.67,B,7 years,MORTGAGE,98000.0,Mar-2014,Fully Paid,debt_consolidation,AZ,12.09
25000, 36 months,5.32,A,10+ years,OWN,150000.0,Jan-2016,Fully Paid,debt_consolidation,NY,13.68
35000, 36 months,18.84,E,6 years,MORTGAGE,80000.0,Apr-2015,Charged Off,debt_consolidation,NY,15.38
11450, 36 months,10.99,B,10+ years,MORTGAGE,72000.0,Apr-2014,Fully Paid,credit_card,KY,22.15
7200, 36 months,14.65,C,10+ years,RENT,34000.0,May-2015,Fully Paid,debt_consolidation,VA,26.47
27950, 36 months,7.26,A,1 year,MORTGAGE,220000.0,Aug-2015,Fully Paid,debt_consolidation,MD,14.82
5000, 60 months,13.99,C,10+ years,RENT,60000.0,May-2011,Fully Paid,vacation,OH,15.78
15000, 60 months,16.99,D,,MORTGAGE,35000.0,Apr-2017,Charged Off,credit_card,WA,21.84
12800, 36 months,18.49,E,< 1 year,RENT,32000.0,Dec-2015,Fully Paid,debt_consolidation,AZ,23.93
8000, 36 months,11.49,B,7 years,RENT,81820.0,Mar-2017,Fully Paid,debt_consolidation,OH,11.94
18000, 60 months,14.98,C,10+ years,RENT,225000.0,Feb-2014,Fully Paid,credit_card,CA,10.65
28000, 36 months,7.62,A,6 years,MORTGAGE,165000.0,Jan-2014,Fully Paid,credit_card,NJ,9.6
13700, 36 months,15.61,D,6 years,MORTGAGE,55000.0,Oct-2015,Fully Paid,debt_consolidation,NY,8.38
6000, 36 months,5.32,A,10+ years,OWN,50000.0,Jul-2015,Fully Paid,debt_consolidation,AR,24.03
7725, 36 months,8.99,B,3 years,MORTGAGE,50000.0,Jul-2016,Fully Paid,home_improvement,PA,17.86
8000, 36 months,7.89,A,2 years,RENT,35800.0,Jul-2015,Fully Paid,debt_consolidation,FL,7.44
14000, 36 months,11.14,B,2 years,MORTGAGE,129000.0,Dec-2012,Fully Paid,debt_consolidation,TX,12.22
16000, 36 months,5.32,A,6 years,MORTGAGE,110000.0,Jul-2015,Fully Paid,debt_consolidation,CA,15.75
4000, 36 months,12.29,C,,OWN,32000.0,Jul-2015,Fully Paid,home_improvement,KY,15.08
25000, 36 months,7.26,A,3 years,MORTGAGE,107000.0,Aug-2015,Fully Paid,credit_card,TX,21.39
12000, 36 months,16.89,D,10+ years,RENT,72000.0,May-2011,Charged Off,debt_consolidation,CA,19.07
10000, 36 months,6.71,A,10+ years,MORTGAGE,100000.0,Feb-2018,Fully Paid,debt_consolidation,CO,9.5
21000, 60 months,10.78,B,9 years,OWN,100000.0,Jan-2016,Fully Paid,credit_card,OH,10.38
6000, 36 months,8.99,B,10+ years,MORTGAGE,50000.0,Jul-2016,Fully Paid,credit_card,OH,24.94
14000, 60 months,6.92,A,10+ years,MORTGAGE,85000.0,Feb-2015,Fully Paid,home_improvement,FL,1.96
20000, 36 months,5.32,A,4 years,MORTGAGE,145000.0,Aug-2016,Fully Paid,debt_consolidation,NV,9.93
13775, 36 months,11.53,B,10+ years,RENT,95000.0,Apr-2015,Fully Paid,credit_card,TN,12.28
24000, 60 months,13.23,C,10+ years,MORTGAGE,65700.0,Sep-2010,Fully Paid,credit_card,CA,13.33
19950, 60 months,20.99,E,10+ years,RENT,50000.0,May-2014,Charged Off,debt_consolidation,NJ,34.54
15000, 36 months,14.99,C,2 years,RENT,55000.0,Jan-2017,Fully Paid,debt_consolidation,NV,5.43
12000, 36 months,12.29,C,10+ years,RENT,61000.0,Mar-2015,Fully Paid,debt_consolidation,CA,10.37
10000, 36 months,11.14,B,3 years,RENT,83000.0,Apr-2013,Fully Paid,debt_consolidation,CA,6.53
17800, 60 months,19.99,E,10+ years,MORTGAGE,82000.0,Mar-2014,Fully Paid,debt_consolidation,FL,34.03
6000, 36 months,14.49,C,9 years,MORTGAGE,45000.0,Oct-2014,Fully Paid,debt_consolidation,MD,27.52
5500, 36 months,10.25,B,6 years,MORTGAGE,90000.0,Apr-2010,Fully Paid,debt_consolidation,TX,7.15
10200, 60 months,9.99,B,,MORTGAGE,64872.0,Oct-2013,Fully Paid,home_improvement,NY,22.75
18000, 36 months,10.16,B,10+ years,MORTGAGE,100000.0,May-2013,Fully Paid,debt_consolidation,LA,3.91
12000, 36 months,9.71,B,10+ years,RENT,83000.0,Jul-2013,Fully Paid,debt_consolidation,CA,14.03
12000, 36 months,9.75,B,< 1 year,RENT,40000.0,Jun-2016,Fully Paid,debt_consolidation,CA,24.69
7000, 36 months,11.99,B,7 years,OWN,25000.0,Jan-2015,Fully Paid,debt_consolidation,CA,16.6
15000, 36 months,7.91,A,5 years,MORTGAGE,45000.0,Jan-2016,Charged Off,debt_consolidation,AL,28.51
5000, 36 months,12.74,C,1 year,MORTGAGE,75000.0,Apr-2017,Fully Paid,debt_consolidation,CA,1.66
35000, 60 months,23.63,F,,OWN,85000.0,Jun-2013,Fully Paid,debt_consolidation,VA,19.04
9600, 36 months,9.71,B,10+ years,MORTGAGE,43000.0,Jul-2013,Fully Paid,debt_consolidation,CO,25.65
14100, 36 months,13.35,C,2 years,OWN,72000.0,Oct-2014,Fully Paid,debt_consolidation,TX,32.6
8400, 36 months,15.05,C,8 years,RENT,62000.0,May-2017,Charged Off,other,MD,8.23
12000, 60 months,24.5,F,7 years,RENT,98000.0,Feb-2014,Fully Paid,other,NV,16.5
4800, 36 months,11.99,C,< 1 year,RENT,42100.0,Mar-2016,Fully Paid,credit_card,OH,15.65
8400, 36 months,8.39,B,< 1 year,OWN,42000.0,Apr-2016,Fully Paid,debt_consolidation,CA,21.14
10000, 36 months,16.99,D,5 years,MORTGAGE,55000.0,Oct-2016,Charged Off,debt_consolidation,FL,23.04
15000, 36 months,8.99,B,10+ years,MORTGAGE,70000.0,Jul-2016,Fully Paid,debt_consolidation,CT,8.95
5000, 36 months,13.66,C,,MORTGAGE,24903.0,Nov-2014,Fully Paid,debt_consolidation,NC,29.64
10000, 36 months,9.75,B,10+ years,RENT,55000.0,Jun-2016,Fully Paid,debt_consolidation,CT,14.31
4000, 36 months,14.49,C,10+ years,RENT,32000.0,Oct-2014,Charged Off,debt_consolidation,DC,24.61
35000, 36 months,13.33,C,2 years,MORTGAGE,260000.0,Mar-2015,Fully Paid,debt_consolidation,CA,12.8
24000, 60 months,11.99,C,10+ years,MORTGAGE,125000.0,Mar-2016,Fully Paid,debt_consolidation,MO,25.12
8000, 36 months,17.57,D,10+ years,OWN,62776.0,Dec-2015,Fully Paid,debt_consolidation,AL,37.76
15200, 36 months,11.39,B,9 years,MORTGAGE,71200.0,Nov-2016,Charged Off,credit_card,GA,19.83
24000, 36 months,11.67,B,< 1 year,MORTGAGE,155000.0,Oct-2014,Fully Paid,debt_consolidation,MN,24.93
23850, 60 months,15.31,C,10+ years,MORTGAGE,54000.0,May-2013,Fully Paid,credit_card,IL,18.93
2400, 36 months,12.39,C,1 year,RENT,50000.0,Feb-2015,Fully Paid,other,TX,15.99
24000, 36 months,5.32,A,10+ years,MORTGAGE,103000.1,Nov-2015,Fully Paid,credit_card,NC,10.85
22200, 36 months,13.33,C,10+ years,MORTGAGE,60000.0,Jun-2015,Fully Paid,debt_consolidation,OH,28.5
6000, 36 months,7.49,A,10+ years,MORTGAGE,54000.0,Nov-2014,Fully Paid,credit_card,NC,31.02
16000, 60 months,14.85,C,< 1 year,MORTGAGE,85000.0,Jan-2016,Fully Paid,debt_consolidation,GA,29.19
11075, 36 months,21.49,D,,MORTGAGE,47500.0,Jul-2016,Charged Off,home_improvement,FL,15.92
30000, 60 months,16.02,C,3 years,RENT,73000.0,Jun-2017,Fully Paid,debt_consolidation,CA,7.73
10000, 36 months,12.79,C,10+ years,RENT,95000.0,Jun-2016,Charged Off,debt_consolidation,NY,12.66
1500, 36 months,11.53,B,5 years,RENT,34580.0,Jun-2015,Fully Paid,credit_card,KY,20.58
24000, 60 months,9.17,B,1 year,MORTGAGE,110000.0,Aug-2015,Charged Off,credit_card,FL,11.0
8400, 36 months,18.25,E,2 years,RENT,28000.0,May-2015,Charged Off,debt_consolidation,OK,26.49
5000, 36 months,12.69,C,< 1 year,MORTGAGE,111000.0,Oct-2015,Fully Paid,home_improvement,AZ,19.56
27000, 60 months,12.61,C,6 years,OWN,300000.0,Apr-2018,Fully Paid,credit_card,IN,11.22
10000, 36 months,11.67,B,2 years,MORTGAGE,180000.0,Jul-2014,Fully Paid,debt_consolidation,NC,16.02
4000, 36 months,9.92,B,< 1 year,MORTGAGE,62000.0,Mar-2018,Fully Paid,car,LA,5.81
16300, 60 months,12.29,C,6 years,RENT,80000.0,Aug-2015,Fully Paid,credit_card,LA,19.17
6400, 36 months,8.39,B,9 years,MORTGAGE,42000.0,Apr-2016,Fully Paid,debt_consolidation,NV,27.23
8000, 36 months,12.99,B,5 years,MORTGAGE,63500.0,Mar-2014,Fully Paid,debt_consolidation,OR,1.64
5000, 36 months,13.66,C,< 1 year,MORTGAGE,67900.0,Jan-2015,Fully Paid,debt_consolidation,MO,7.02
19600, 60 months,19.52,E,10+ years,MORTGAGE,54500.0,May-2014,Charged Off,debt_consolidation,KS,27.02
11000, 36 months,11.99,B,10+ years,MORTGAGE,110000.0,Oct-2013,Fully Paid,debt_consolidation,DE,13.73
12000, 36 months,14.33,C,< 1 year,RENT,36000.0,Nov-2012,Fully Paid,debt_consolidation,FL,23.93
13625, 36 months,11.44,B,7 years,RENT,36000.0,Dec-2014,Fully Paid,credit_card,MO,27.57
29000, 60 months,14.49,C,10+ years,MORTGAGE,92350.0,May-2014,Fully Paid,debt_consolidation,MD,25.96
22000, 36 months,8.39,A,10+ years,OWN,50000.0,Jul-2014,Fully Paid,credit_card,OH,22.02
7200, 36 months,10.15,B,8 years,MORTGAGE,57000.0,Oct-2014,Fully Paid,debt_consolidation,CO,5.28
10000, 36 months,13.99,C,6 years,RENT,35000.0,Jun-2015,Fully Paid,debt_consolidation,MA,26.5
10000, 36 months,14.08,C,4 years,RENT,47923.0,Jan-2018,Fully Paid,other,MN,31.81
20000, 60 months,11.99,C,8 years,MORTGAGE,75000.0,Feb-2016,Fully Paid,debt_consolidation,AZ,10.53
3500, 36 months,9.99,B,3 years,MORTGAGE,65000.0,Aug-2015,Fully Paid,other,TX,8.94
8000, 36 months,10.99,B,10+ years,MORTGAGE,47000.0,Jun-2015,Fully Paid,debt_consolidation,NY,26.86
12000, 36 months,12.85,B,10+ years,MORTGAGE,72000.0,Jan-2014,Fully Paid,debt_consolidation,NH,21.93
13175, 36 months,8.18,B,10+ years,MORTGAGE,45000.0,Aug-2015,Fully Paid,debt_consolidation,PA,26.77
35000, 60 months,15.41,D,8 years,MORTGAGE,111768.0,Nov-2015,Fully Paid,home_improvement,NJ,17.26
20000, 36 months,7.62,A,10+ years,MORTGAGE,84000.0,Oct-2013,Fully Paid,home_improvement,NC,24.01
11000, 36 months,10.49,B,5 years,MORTGAGE,55000.0,Nov-2014,Fully Paid,debt_consolidation,IN,25.02
33300, 36 months,19.99,E,10+ years,MORTGAGE,76413.0,Mar-2014,Fully Paid,debt_consolidation,MI,27.19
12950, 60 months,25.49,E,3 years,MORTGAGE,58000.0,Oct-2016,Fully Paid,home_improvement,ME,24.93
25500, 60 months,30.49,F,5 years,OWN,58000.0,Mar-2017,Fully Paid,home_improvement,TX,13.22
6000, 36 months,14.49,C,3 years,MORTGAGE,145000.0,Jul-2016,Fully Paid,credit_card,CA,6.57
9000, 36 months,24.74,E,< 1 year,RENT,28800.0,Feb-2017,Charged Off,major_purchase,TX,11.63
5900, 36 months,11.67,B,1 year,MORTGAGE,48000.0,May-2014,Fully Paid,debt_consolidation,GA,20.68
17525, 36 months,8.39,B,10+ years,MORTGAGE,60000.0,Mar-2016,Fully Paid,debt_consolidation,CA,19.94
8000, 36 months,17.27,C,1 year,RENT,32000.0,Feb-2013,Charged Off,debt_consolidation,MN,28.01
10000, 60 months,13.35,C,10+ years,RENT,40000.0,May-2014,Fully Paid,debt_consolidation,TX,17.46
19200, 36 months,7.49,A,3 years,MORTGAGE,450000.0,Jan-2015,Fully Paid,debt_consolidation,MA,6.67
12000, 60 months,12.73,B,10+ years,RENT,61000.0,Sep-2018,Fully Paid,major_purchase,KY,10.82
10000, 60 months,9.99,B,6 years,MORTGAGE,24000.0,Jul-2015,Fully Paid,credit_card,PA,7.0
35000, 36 months,7.26,A,5 years,MORTGAGE,400000.0,Sep-2015,Fully Paid,credit_card,CA,11.5
26500, 60 months,23.63,F,10+ years,RENT,60000.0,Dec-2012,Charged Off,debt_consolidation,NJ,19.42
5000, 36 months,12.49,B,2 years,RENT,36000.0,Jul-2014,Charged Off,credit_card,NY,4.17
5000, 36 months,6.99,A,,RENT,29000.0,Oct-2016,Fully Paid,credit_card,AZ,19.08
35000, 36 months,6.68,A,10+ years,MORTGAGE,310000.0,May-2015,Fully Paid,credit_card,CT,6.51
5000, 36 months,19.92,D,9 years,MORTGAGE,115000.0,Jul-2018,Fully Paid,car,MO,27.18
25000, 36 months,16.59,D,8 years,MORTGAGE,65000.0,Apr-2014,Fully Paid,credit_card,IL,10.94
7000, 36 months,16.29,D,2 years,RENT,40560.0,Jul-2014,Fully Paid,credit_card,FL,18.14
16000, 36 months,8.18,B,9 years,MORTGAGE,89000.0,Nov-2015,Fully Paid,credit_card,OH,18.02
18000, 60 months,13.59,C,,MORTGAGE,39750.96,Oct-2017,Fully Paid,debt_consolidation,TX,19.38
6000, 36 months,14.99,C,< 1 year,RENT,25000.0,Oct-2014,Charged Off,small_business,GA,30.68
3600, 36 months,11.49,B,2 years,RENT,60000.0,Jul-2016,Fully Paid,debt_consolidation,CA,7.04
20000, 60 months,10.59,B,8 years,OWN,36000.0,Jul-2011,Charged Off,debt_consolidation,NC,3.0
21600, 36 months,8.39,A,10+ years,MORTGAGE,225000.0,Aug-2014,Fully Paid,debt_consolidation,TX,9.54
19200, 60 months,12.99,C,10+ years,MORTGAGE,97000.0,Jul-2014,Fully Paid,debt_consolidation,CA,13.11
35000, 36 months,9.17,B,10+ years,MORTGAGE,250000.0,Apr-2015,Fully Paid,debt_consolidation,NV,15.66
15000, 60 months,13.99,C,9 years,MORTGAGE,125000.0,Aug-2015,Fully Paid,home_improvement,NJ,17.27
6000, 36 months,11.47,B,10+ years,RENT,25000.0,Jun-2016,Fully Paid,debt_consolidation,LA,18.63
8000, 36 months,9.17,B,2 years,RENT,73000.0,Sep-2015,Charged Off,credit_card,TX,21.46
10350, 36 months,11.22,B,1 year,RENT,27000.0,Dec-2015,Fully Paid,debt_consolidation,IN,26.58
7000, 36 months,12.69,C,4 years,RENT,20000.0,Sep-2015,Fully Paid,debt_consolidation,TX,21.31
9000, 36 months,7.89,A,2 years,RENT,133000.0,Jul-2015,Fully Paid,debt_consolidation,NY,6.74
4375, 36 months,14.49,C,,RENT,35000.0,Jul-2014,Fully Paid,debt_consolidation,FL,32.81
12000, 36 months,14.09,B,2 years,MORTGAGE,40000.0,Feb-2013,Fully Paid,debt_consolidation,MA,22.86
9600, 36 months,11.99,C,4 years,RENT,40000.0,Mar-2016,Fully Paid,debt_consolidation,WA,32.1
6300, 36 months,30.79,G,2 years,MORTGAGE,30000.0,Jun-2017,Fully Paid,other,CT,23.56
35000, 36 months,18.55,E,3 years,MORTGAGE,400000.0,Jun-2015,Fully Paid,home_improvement,TX,8.02
20000, 36 months,7.89,A,5 years,MORTGAGE,72200.0,Sep-2015,Fully Paid,credit_card,NV,21.76
24000, 36 months,6.24,A,3 years,MORTGAGE,193000.0,Jul-2015,Fully Paid,debt_consolidation,CO,6.09
15000, 36 months,9.99,B,3 years,RENT,35000.0,Nov-2015,Fully Paid,credit_card,AZ,33.09
27575, 60 months,17.27,C,10+ years,OWN,62000.0,Jan-2013,Fully Paid,debt_consolidation,FL,27.74
3000, 36 months,13.49,C,1 year,RENT,76500.0,Dec-2016,Fully Paid,major_purchase,NY,0.2
12000, 36 months,11.99,B,10+ years,RENT,103000.0,Jan-2014,Fully Paid,credit_card,IL,15.29
5000, 36 months,6.08,A,10+ years,OWN,55000.0,Dec-2017,Fully Paid,credit_card,CA,25.27
5000, 36 months,10.91,B,10+ years,MORTGAGE,54000.0,Aug-2017,Fully Paid,major_purchase,NY,22.93
10000, 36 months,11.53,B,10+ years,RENT,52500.0,Sep-2015,Fully Paid,debt_consolidation,CA,23.98
29475, 36 months,12.99,C,5 years,RENT,62000.0,Jan-2015,Fully Paid,credit_card,NY,27.19
16000, 36 months,8.39,B,1 year,MORTGAGE,60000.0,Feb-2016,Fully Paid,debt_consolidation,MO,22.54
5000, 36 months,13.98,C,< 1 year,OWN,12000.0,Jun-2014,Fully Paid,debt_consolidation,TX,11.1
4000, 36 months,12.62,C,10+ years,MORTGAGE,96000.0,Jul-2017,Fully Paid,other,TX,18.94
34475, 60 months,16.29,D,5 years,RENT,75000.0,Aug-2014,Fully Paid,debt_consolidation,IL,19.3
20000, 36 months,10.41,B,10+ years,MORTGAGE,114000.0,Feb-2018,Fully Paid,debt_consolidation,FL,12.2
18000, 60 months,8.18,B,10+ years,MORTGAGE,85500.0,May-2015,Charged Off,debt_consolidation,MO,26.55
8000, 36 months,14.3,C,8 years,MORTGAGE,82000.0,Oct-2013,Charged Off,debt_consolidation,OH,13.33
7000, 36 months,9.17,B,10+ years,MORTGAGE,42000.0,Jan-2016,Fully Paid,credit_card,MA,6.2
15000, 36 months,11.86,B,3 years,RENT,90000.0,Oct-2010,Fully Paid,house,FL,3.79
4000, 36 months,8.19,A,6 years,RENT,122000.0,Jan-2015,Fully Paid,debt_consolidation,NY,21.37
15875, 36 months,8.9,A,5 years,MORTGAGE,36000.0,Aug-2013,Fully Paid,debt_consolidation,AL,18.5
13000, 36 months,10.49,B,8 years,OWN,42000.0,Sep-2016,Fully Paid,other,MA,7.23
35000, 60 months,19.52,E,8 years,RENT,90376.0,Mar-2015,Fully Paid,debt_consolidation,AZ,33.95
5000, 36 months,12.79,C,< 1 year,RENT,32200.0,Jul-2016,Fully Paid,debt_consolidation,NE,10.06
7000, 36 months,18.54,E,7 years,RENT,80000.0,Jan-2015,Fully Paid,debt_consolidation,VA,11.37
3200, 36 months,13.49,C,1 year,RENT,45000.0,Oct-2016,Fully Paid,debt_consolidation,OH,34.75
2800, 36 months,15.61,C,10+ years,MORTGAGE,42000.0,Apr-2014,Fully Paid,debt_consolidation,MN,7.63
6000, 36 months,7.97,A,2 years,RENT,53000.0,Jun-2017,Fully Paid,debt_consolidation,AZ,10.31
8650, 36 months,12.49,B,6 years,RENT,42000.0,Apr-2014,Fully Paid,credit_card,FL,23.57
24000, 36 months,5.93,A,3 years,MORTGAGE,325000.0,May-2015,Fully Paid,debt_consolidation,NY,19.82
12000, 36 months,8.99,B,10+ years,RENT,58900.0,Aug-2016,Fully Paid,debt_consolidation,NY,20.62
19175, 60 months,25.83,G,10+ years,MORTGAGE,60000.0,Jan-2015,Fully Paid,debt_consolidation,TX,19.22
7000, 36 months,13.35,C,10+ years,MORTGAGE,110000.0,Aug-2014,Charged Off,other,CA,18.57
5000, 36 months,9.17,B,10+ years,RENT,61000.0,Dec-2015,Fully Paid,debt_consolidation,AL,22.94
14000, 60 months,24.99,F,5 years,MORTGAGE,90000.0,Oct-2014,Charged Off,other,IL,11.84
20000, 36 months,11.47,B,10+ years,MORTGAGE,159684.0,Feb-2016,Fully Paid,debt_consolidation,DE,12.78
10000, 36 months,11.14,B,< 1 year,RENT,140000.0,Nov-2009,Fully Paid,moving,PA,8.1
30000, 60 months,13.59,C,< 1 year,MORTGAGE,55000.0,Oct-2017,Charged Off,debt_consolidation,NY,13.64
24000, 60 months,15.59,D,10+ years,RENT,83000.0,Nov-2014,Charged Off,debt_consolidation,CA,25.2
20550, 60 months,10.99,B,10+ years,MORTGAGE,200000.0,Oct-2014,Charged Off,debt_consolidation,NY,14.15
8000, 36 months,7.49,A,10+ years,MORTGAGE,58500.0,Jan-2016,Charged Off,credit_card,OR,32.9
15000, 36 months,5.32,A,10+ years,MORTGAGE,72000.0,Sep-2015,Fully Paid,credit_card,CA,14.88
7800, 36 months,7.26,A,3 years,RENT,40240.0,Jul-2015,Fully Paid,debt_consolidation,CA,9.93
6000, 36 months,9.93,B,9 years,RENT,57000.0,May-2017,Fully Paid,debt_consolidation,AZ,14.51
10800, 36 months,9.75,B,2 years,OWN,55000.0,May-2016,Fully Paid,credit_card,NE,22.08
7000, 36 months,6.92,A,10+ years,MORTGAGE,28000.0,Apr-2015,Fully Paid,debt_consolidation,SC,1.61
23725, 60 months,25.99,F,10+ years,RENT,120000.0,Dec-2015,Charged Off,debt_consolidation,CA,11.72
13800, 60 months,9.99,B,1 year,RENT,40100.0,May-2015,Fully Paid,credit_card,CO,23.23
12050, 60 months,29.49,F,10+ years,MORTGAGE,65000.0,May-2017,Charged Off,home_improvement,MN,31.24
8000, 36 months,11.44,B,10+ years,MORTGAGE,69200.0,Nov-2016,Fully Paid,debt_consolidation,NM,19.15
10400, 36 months,16.29,C,10+ years,RENT,76000.0,Jan-2013,Fully Paid,medical,MD,27.28
18000, 60 months,30.89,G,3 years,RENT,70000.0,Mar-2017,Fully Paid,other,FL,29.46
6000, 36 months,9.25,B,5 years,OWN,40000.0,Jan-2011,Fully Paid,major_purchase,IL,14.34
5000, 36 months,12.99,C,,MORTGAGE,26288.0,Dec-2014,Charged Off,debt_consolidation,NV,28.04
8000, 36 months,12.99,C,< 1 year,MORTGAGE,90000.0,Aug-2011,Fully Paid,wedding,NY,11.84
20000, 36 months,7.96,A,10+ years,MORTGAGE,105000.0,Apr-2018,Fully Paid,debt_consolidation,CA,13.26
25000, 36 months,11.99,C,5 years,MORTGAGE,106000.0,May-2016,Fully Paid,home_improvement,CA,8.37
8500, 36 months,12.49,B,10+ years,MORTGAGE,66000.0,Apr-2014,Fully Paid,debt_consolidation,GA,4.44
20000, 36 months,9.49,B,6 years,RENT,200000.0,Nov-2014,Fully Paid,debt_consolidation,TX,8.15
13000, 60 months,14.46,C,10+ years,RENT,75000.0,Apr-2016,Fully Paid,credit_card,OH,16.93
12000, 60 months,13.66,C,9 years,MORTGAGE,38000.0,Nov-2014,Fully Paid,debt_consolidation,WV,7.99
15000, 36 months,12.29,C,2 years,MORTGAGE,65000.0,Sep-2015,Fully Paid,debt_consolidation,IL,12.7
30000, 36 months,11.99,B,10+ years,OWN,120000.0,May-2017,Fully Paid,home_improvement,CA,20.59
6000, 36 months,13.49,C,5 years,OWN,20000.0,May-2017,Charged Off,debt_consolidation,GA,24.04
3500, 36 months,6.97,A,< 1 year,OWN,68000.0,Feb-2016,Fully Paid,credit_card,NY,4.68
15125, 36 months,11.47,B,10+ years,MORTGAGE,114000.0,Mar-2016,Charged Off,credit_card,CA,16.61
24000, 36 months,5.93,A,6 years,RENT,175000.0,Feb-2015,Fully Paid,credit_card,NY,7.98
20000, 60 months,14.65,C,3 years,RENT,75000.0,Jul-2015,Fully Paid,credit_card,FL,30.63
5000, 36 months,6.03,A,1 year,MORTGAGE,25000.0,Jul-2014,Fully Paid,credit_card,PA,6.91
15000, 36 months,14.46,C,1 year,MORTGAGE,53600.0,Feb-2016,Fully Paid,debt_consolidation,MO,17.47
10000, 60 months,10.38,B,10+ years,RENT,42000.0,Sep-2010,Fully Paid,medical,MD,10.2
15000, 60 months,11.44,B,< 1 year,MORTGAGE,110000.0,Nov-2014,Fully Paid,debt_consolidation,CA,21.21
15000, 36 months,7.49,A,4 years,RENT,90000.0,Nov-2016,Fully Paid,credit_card,FL,32.62
4000, 36 months,12.79,C,10+ years,MORTGAGE,95000.0,Jun-2016,Fully Paid,other,CT,22.26
3200, 36 months,12.69,C,2 years,MORTGAGE,20856.0,Jun-2015,Fully Paid,debt_consolidation,GA,3.8
25000, 60 months,25.8,G,10+ years,MORTGAGE,88000.0,Feb-2015,Charged Off,debt_consolidation,MA,19.15
12000, 36 months,17.27,C,10+ years,RENT,51205.44,Apr-2013,Fully Paid,debt_consolidation,KS,7.8
